x,y,gray_value
45,4,255
46,4,255
47,4,255
48,4,255
49,4,255
50,4,255
51,4,255
52,4,255
53,4,255
54,4,255
55,4,255
56,4,255
57,4,255
58,4,255
59,4,255
60,4,255
61,4,255
62,4,255
63,4,255
64,4,255
65,4,255
66,4,255
67,4,255
68,4,255
69,4,255
70,4,255
71,4,255
72,4,255
73,4,255
74,4,255
75,4,255
76,4,255
77,4,255
78,4,255
79,4,255
80,4,255
81,4,255
82,4,255
83,4,255
84,4,255
85,4,255
86,4,255
87,4,255
88,4,255
89,4,255
90,4,255
91,4,255
92,4,255
93,4,255
94,4,255
95,4,255
96,4,255
97,4,255
98,4,255
0,5,255
1,5,255
2,5,255
3,5,255
4,5,255
5,5,255
6,5,255
7,5,255
8,5,255
9,5,255
10,5,255
11,5,255
12,5,255
13,5,255
14,5,255
15,5,255
16,5,255
17,5,255
18,5,255
19,5,255
20,5,255
21,5,255
22,5,255
23,5,255
24,5,255
25,5,255
26,5,255
27,5,255
28,5,255
29,5,255
30,5,255
31,5,255
32,5,255
33,5,255
34,5,255
35,5,255
36,5,255
37,5,255
38,5,255
39,5,255
40,5,255
41,5,255
42,5,255
43,5,255
44,5,255
45,5,255
46,5,255
47,5,255
48,5,255
49,5,255
50,5,255
51,5,255
52,5,255
53,5,255
54,5,255
55,5,255
56,5,255
57,5,255
58,5,255
59,5,255
60,5,255
61,5,255
62,5,255
63,5,255
64,5,255
65,5,255
66,5,255
67,5,255
68,5,255
69,5,255
70,5,255
71,5,255
72,5,255
73,5,255
74,5,255
75,5,255
76,5,255
77,5,255
78,5,255
79,5,255
80,5,255
81,5,255
82,5,255
83,5,255
84,5,255
85,5,255
86,5,255
87,5,255
88,5,255
89,5,255
90,5,255
91,5,255
92,5,255
93,5,255
94,5,255
95,5,255
96,5,255
97,5,255
98,5,255
0,6,255
1,6,255
2,6,255
3,6,255
4,6,255
5,6,255
6,6,255
7,6,255
8,6,255
9,6,255
10,6,255
11,6,255
12,6,255
13,6,255
14,6,255
15,6,255
16,6,255
17,6,255
18,6,255
19,6,255
20,6,255
21,6,255
22,6,255
23,6,255
24,6,255
25,6,254
26,6,254
27,6,254
28,6,255
29,6,255
30,6,254
31,6,254
32,6,254
33,6,254
34,6,254
35,6,254
36,6,253
37,6,254
38,6,254
39,6,254
40,6,254
41,6,253
42,6,253
43,6,252
44,6,253
45,6,252
46,6,251
47,6,254
48,6,254
49,6,254
50,6,254
51,6,254
52,6,253
53,6,253
54,6,251
55,6,250
56,6,251
57,6,252
58,6,253
59,6,251
60,6,252
61,6,252
62,6,251
63,6,251
64,6,251
65,6,252
66,6,250
67,6,252
68,6,252
69,6,250
70,6,251
71,6,251
72,6,250
73,6,248
74,6,252
75,6,253
76,6,253
77,6,253
78,6,254
79,6,251
80,6,254
81,6,255
82,6,255
83,6,255
84,6,255
85,6,255
86,6,255
87,6,255
88,6,255
89,6,255
90,6,255
91,6,255
92,6,255
93,6,255
94,6,255
95,6,255
96,6,255
97,6,255
98,6,255
0,7,255
1,7,255
2,7,255
3,7,255
4,7,255
5,7,255
6,7,255
7,7,255
8,7,255
9,7,255
10,7,255
11,7,255
12,7,255
13,7,255
14,7,255
15,7,255
16,7,255
17,7,255
18,7,255
19,7,255
20,7,255
21,7,255
22,7,255
23,7,255
24,7,255
25,7,254
26,7,254
27,7,255
28,7,255
29,7,255
30,7,255
31,7,255
32,7,255
33,7,255
34,7,254
35,7,254
36,7,254
37,7,254
38,7,254
39,7,254
40,7,254
41,7,253
42,7,253
43,7,254
44,7,254
45,7,253
46,7,252
47,7,254
48,7,254
49,7,254
50,7,254
51,7,254
52,7,252
53,7,251
54,7,251
55,7,250
56,7,250
57,7,250
58,7,246
59,7,252
60,7,250
61,7,249
62,7,249
63,7,248
64,7,247
65,7,241
66,7,239
67,7,244
68,7,244
69,7,243
70,7,244
71,7,238
72,7,247
73,7,246
74,7,248
75,7,252
76,7,249
77,7,253
78,7,253
79,7,252
80,7,255
81,7,255
82,7,255
83,7,255
84,7,255
85,7,255
86,7,255
87,7,255
88,7,255
89,7,255
90,7,255
91,7,255
92,7,255
93,7,255
94,7,255
95,7,255
96,7,255
97,7,255
98,7,255
0,8,255
1,8,255
2,8,255
3,8,255
4,8,255
5,8,255
6,8,255
7,8,255
8,8,255
9,8,255
10,8,255
11,8,255
12,8,255
13,8,255
14,8,255
15,8,255
16,8,255
17,8,255
18,8,255
19,8,255
20,8,255
21,8,255
22,8,255
23,8,255
24,8,255
25,8,254
26,8,254
27,8,255
28,8,255
29,8,255
30,8,254
31,8,254
32,8,254
33,8,254
34,8,254
35,8,253
36,8,254
37,8,253
38,8,254
39,8,253
40,8,253
41,8,254
42,8,254
43,8,255
44,8,255
45,8,253
46,8,252
47,8,254
48,8,254
49,8,255
50,8,254
51,8,253
52,8,252
53,8,252
54,8,254
55,8,252
56,8,251
57,8,249
58,8,252
59,8,248
60,8,248
61,8,245
62,8,217
63,8,191
64,8,185
65,8,136
66,8,166
67,8,178
68,8,163
69,8,150
70,8,198
71,8,191
72,8,217
73,8,211
74,8,226
75,8,241
76,8,246
77,8,249
78,8,252
79,8,253
80,8,254
81,8,255
82,8,255
83,8,255
84,8,255
85,8,255
86,8,255
87,8,255
88,8,255
89,8,255
90,8,255
91,8,255
92,8,255
93,8,255
94,8,255
95,8,255
96,8,255
97,8,255
98,8,255
0,9,255
1,9,255
2,9,255
3,9,255
4,9,255
5,9,255
6,9,255
7,9,255
8,9,255
9,9,255
10,9,255
11,9,255
12,9,255
13,9,255
14,9,255
15,9,255
16,9,255
17,9,255
18,9,255
19,9,255
20,9,255
21,9,255
22,9,255
23,9,255
24,9,255
25,9,254
26,9,254
27,9,255
28,9,255
29,9,255
30,9,254
31,9,254
32,9,254
33,9,254
34,9,254
35,9,254
36,9,254
37,9,254
38,9,254
39,9,253
40,9,253
41,9,253
42,9,253
43,9,254
44,9,254
45,9,252
46,9,252
47,9,254
48,9,254
49,9,254
50,9,253
51,9,253
52,9,251
53,9,252
54,9,252
55,9,254
56,9,251
57,9,237
58,9,219
59,9,195
60,9,172
61,9,144
62,9,126
63,9,128
64,9,124
65,9,123
66,9,127
67,9,126
68,9,123
69,9,132
70,9,130
71,9,132
72,9,132
73,9,127
74,9,155
75,9,168
76,9,190
77,9,214
78,9,241
79,9,250
80,9,254
81,9,255
82,9,255
83,9,255
84,9,255
85,9,255
86,9,255
87,9,255
88,9,255
89,9,255
90,9,255
91,9,255
92,9,255
93,9,255
94,9,255
95,9,255
96,9,255
97,9,255
98,9,255
0,10,255
1,10,255
2,10,255
3,10,255
4,10,255
5,10,255
6,10,255
7,10,255
8,10,255
9,10,255
10,10,255
11,10,255
12,10,255
13,10,255
14,10,255
15,10,255
16,10,255
17,10,255
18,10,255
19,10,255
20,10,255
21,10,255
22,10,255
23,10,255
24,10,255
25,10,254
26,10,254
27,10,255
28,10,255
29,10,255
30,10,254
31,10,254
32,10,254
33,10,254
34,10,254
35,10,254
36,10,253
37,10,253
38,10,253
39,10,253
40,10,253
41,10,253
42,10,253
43,10,253
44,10,254
45,10,253
46,10,252
47,10,253
48,10,254
49,10,254
50,10,253
51,10,254
52,10,252
53,10,252
54,10,248
55,10,246
56,10,229
57,10,147
58,10,118
59,10,114
60,10,121
61,10,123
62,10,121
63,10,128
64,10,137
65,10,143
66,10,128
67,10,131
68,10,133
69,10,123
70,10,132
71,10,120
72,10,136
73,10,122
74,10,128
75,10,112
76,10,126
77,10,190
78,10,241
79,10,249
80,10,254
81,10,255
82,10,255
83,10,255
84,10,255
85,10,255
86,10,255
87,10,255
88,10,255
89,10,255
90,10,255
91,10,255
92,10,255
93,10,255
94,10,255
95,10,255
96,10,255
97,10,255
98,10,255
0,11,255
1,11,255
2,11,255
3,11,255
4,11,255
5,11,255
6,11,255
7,11,255
8,11,255
9,11,255
10,11,255
11,11,255
12,11,255
13,11,255
14,11,255
15,11,255
16,11,255
17,11,255
18,11,255
19,11,255
20,11,255
21,11,255
22,11,255
23,11,255
24,11,255
25,11,254
26,11,254
27,11,255
28,11,255
29,11,255
30,11,255
31,11,255
32,11,254
33,11,254
34,11,253
35,11,254
36,11,253
37,11,254
38,11,253
39,11,253
40,11,253
41,11,254
42,11,250
43,11,252
44,11,247
45,11,239
46,11,244
47,11,252
48,11,252
49,11,254
50,11,254
51,11,253
52,11,249
53,11,245
54,11,226
55,11,175
56,11,116
57,11,108
58,11,115
59,11,125
60,11,126
61,11,125
62,11,126
63,11,133
64,11,139
65,11,136
66,11,129
67,11,135
68,11,137
69,11,128
70,11,126
71,11,131
72,11,125
73,11,129
74,11,127
75,11,141
76,11,190
77,11,242
78,11,253
79,11,249
80,11,254
81,11,255
82,11,255
83,11,255
84,11,255
85,11,255
86,11,255
87,11,255
88,11,255
89,11,255
90,11,255
91,11,255
92,11,255
93,11,255
94,11,255
95,11,255
96,11,255
97,11,255
98,11,255
0,12,255
1,12,255
2,12,255
3,12,255
4,12,255
5,12,255
6,12,255
7,12,255
8,12,255
9,12,255
10,12,255
11,12,255
12,12,255
13,12,255
14,12,255
15,12,255
16,12,255
17,12,255
18,12,255
19,12,255
20,12,255
21,12,255
22,12,255
23,12,255
24,12,255
25,12,255
26,12,255
27,12,255
28,12,255
29,12,255
30,12,253
31,12,253
32,12,254
33,12,254
34,12,254
35,12,253
36,12,253
37,12,254
38,12,252
39,12,250
40,12,250
41,12,250
42,12,252
43,12,241
44,12,179
45,12,153
46,12,200
47,12,248
48,12,251
49,12,247
50,12,250
51,12,243
52,12,244
53,12,196
54,12,125
55,12,111
56,12,121
57,12,117
58,12,127
59,12,131
60,12,123
61,12,131
62,12,133
63,12,134
64,12,130
65,12,129
66,12,131
67,12,141
68,12,141
69,12,138
70,12,128
71,12,122
72,12,121
73,12,128
74,12,152
75,12,200
76,12,242
77,12,250
78,12,252
79,12,251
80,12,254
81,12,255
82,12,255
83,12,255
84,12,255
85,12,255
86,12,255
87,12,255
88,12,255
89,12,255
90,12,255
91,12,255
92,12,255
93,12,255
94,12,255
95,12,255
96,12,255
97,12,255
98,12,255
0,13,255
1,13,255
2,13,255
3,13,255
4,13,255
5,13,255
6,13,255
7,13,255
8,13,255
9,13,255
10,13,255
11,13,255
12,13,255
13,13,255
14,13,255
15,13,255
16,13,255
17,13,255
18,13,255
19,13,255
20,13,255
21,13,255
22,13,255
23,13,255
24,13,255
25,13,255
26,13,255
27,13,255
28,13,255
29,13,255
30,13,254
31,13,254
32,13,254
33,13,254
34,13,254
35,13,253
36,13,250
37,13,251
38,13,252
39,13,252
40,13,251
41,13,252
42,13,251
43,13,241
44,13,112
45,13,70
46,13,152
47,13,243
48,13,252
49,13,249
50,13,250
51,13,238
52,13,177
53,13,117
54,13,96
55,13,107
56,13,119
57,13,116
58,13,122
59,13,128
60,13,123
61,13,129
62,13,133
63,13,138
64,13,126
65,13,135
66,13,137
67,13,129
68,13,130
69,13,133
70,13,129
71,13,134
72,13,144
73,13,181
74,13,231
75,13,246
76,13,251
77,13,251
78,13,253
79,13,252
80,13,254
81,13,255
82,13,255
83,13,255
84,13,255
85,13,255
86,13,255
87,13,255
88,13,255
89,13,255
90,13,255
91,13,255
92,13,255
93,13,255
94,13,255
95,13,255
96,13,255
97,13,255
98,13,255
0,14,255
1,14,255
2,14,255
3,14,255
4,14,255
5,14,255
6,14,255
7,14,255
8,14,255
9,14,255
10,14,255
11,14,255
12,14,255
13,14,255
14,14,255
15,14,255
16,14,255
17,14,255
18,14,255
19,14,255
20,14,255
21,14,255
22,14,255
23,14,255
24,14,255
25,14,255
26,14,255
27,14,255
28,14,255
29,14,255
30,14,254
31,14,253
32,14,252
33,14,252
34,14,251
35,14,250
36,14,249
37,14,247
38,14,242
39,14,236
40,14,228
41,14,223
42,14,226
43,14,214
44,14,147
45,14,61
46,14,119
47,14,224
48,14,224
49,14,228
50,14,209
51,14,142
52,14,99
53,14,98
54,14,100
55,14,113
56,14,113
57,14,109
58,14,123
59,14,116
60,14,116
61,14,134
62,14,134
63,14,134
64,14,139
65,14,136
66,14,136
67,14,123
68,14,120
69,14,127
70,14,156
71,14,187
72,14,222
73,14,244
74,14,241
75,14,252
76,14,253
77,14,253
78,14,254
79,14,253
80,14,254
81,14,255
82,14,255
83,14,255
84,14,255
85,14,255
86,14,255
87,14,255
88,14,255
89,14,255
90,14,255
91,14,255
92,14,255
93,14,255
94,14,255
95,14,255
96,14,255
97,14,255
98,14,255
0,15,255
1,15,255
2,15,255
3,15,255
4,15,255
5,15,255
6,15,255
7,15,255
8,15,255
9,15,255
10,15,255
11,15,255
12,15,255
13,15,255
14,15,255
15,15,255
16,15,255
17,15,255
18,15,255
19,15,255
20,15,255
21,15,255
22,15,255
23,15,255
24,15,255
25,15,255
26,15,255
27,15,255
28,15,255
29,15,254
30,15,253
31,15,252
32,15,250
33,15,247
34,15,237
35,15,226
36,15,216
37,15,210
38,15,203
39,15,200
40,15,194
41,15,189
42,15,191
43,15,179
44,15,174
45,15,69
46,15,96
47,15,166
48,15,178
49,15,173
50,15,117
51,15,88
52,15,104
53,15,99
54,15,102
55,15,99
56,15,103
57,15,105
58,15,115
59,15,120
60,15,134
61,15,143
62,15,129
63,15,119
64,15,115
65,15,112
66,15,120
67,15,144
68,15,190
69,15,212
70,15,241
71,15,249
72,15,247
73,15,252
74,15,254
75,15,252
76,15,252
77,15,253
78,15,253
79,15,253
80,15,254
81,15,255
82,15,255
83,15,255
84,15,255
85,15,255
86,15,255
87,15,255
88,15,255
89,15,255
90,15,255
91,15,255
92,15,255
93,15,255
94,15,255
95,15,255
96,15,255
97,15,255
98,15,255
0,16,255
1,16,255
2,16,255
3,16,255
4,16,255
5,16,255
6,16,255
7,16,255
8,16,255
9,16,255
10,16,255
11,16,255
12,16,255
13,16,255
14,16,255
15,16,255
16,16,255
17,16,255
18,16,255
19,16,255
20,16,255
21,16,255
22,16,255
23,16,255
24,16,255
25,16,255
26,16,255
27,16,255
28,16,255
29,16,254
30,16,252
31,16,245
32,16,232
33,16,222
34,16,211
35,16,202
36,16,190
37,16,183
38,16,176
39,16,174
40,16,171
41,16,170
42,16,170
43,16,164
44,16,162
45,16,89
46,16,83
47,16,147
48,16,140
49,16,111
50,16,87
51,16,96
52,16,102
53,16,102
54,16,105
55,16,104
56,16,110
57,16,114
58,16,128
59,16,136
60,16,133
61,16,120
62,16,121
63,16,147
64,16,179
65,16,196
66,16,226
67,16,246
68,16,249
69,16,248
70,16,252
71,16,252
72,16,251
73,16,252
74,16,249
75,16,251
76,16,251
77,16,253
78,16,254
79,16,252
80,16,254
81,16,255
82,16,255
83,16,255
84,16,255
85,16,255
86,16,255
87,16,255
88,16,255
89,16,255
90,16,255
91,16,255
92,16,255
93,16,255
94,16,255
95,16,255
96,16,255
97,16,255
98,16,255
0,17,255
1,17,255
2,17,255
3,17,255
4,17,255
5,17,255
6,17,255
7,17,255
8,17,255
9,17,255
10,17,255
11,17,255
12,17,255
13,17,255
14,17,255
15,17,255
16,17,255
17,17,255
18,17,255
19,17,255
20,17,253
21,17,253
22,17,253
23,17,250
24,17,253
25,17,253
26,17,255
27,17,251
28,17,252
29,17,246
30,17,226
31,17,215
32,17,214
33,17,215
34,17,211
35,17,209
36,17,201
37,17,191
38,17,181
39,17,165
40,17,157
41,17,159
42,17,161
43,17,157
44,17,153
45,17,101
46,17,77
47,17,144
48,17,105
49,17,87
50,17,90
51,17,97
52,17,105
53,17,107
54,17,113
55,17,128
56,17,134
57,17,141
58,17,140
59,17,141
60,17,168
61,17,202
62,17,227
63,17,242
64,17,247
65,17,249
66,17,251
67,17,254
68,17,252
69,17,252
70,17,253
71,17,252
72,17,253
73,17,253
74,17,253
75,17,253
76,17,254
77,17,254
78,17,254
79,17,252
80,17,254
81,17,255
82,17,255
83,17,255
84,17,255
85,17,255
86,17,255
87,17,255
88,17,255
89,17,255
90,17,255
91,17,255
92,17,255
93,17,255
94,17,255
95,17,255
96,17,255
97,17,255
98,17,255
0,18,255
1,18,255
2,18,255
3,18,255
4,18,255
5,18,255
6,18,255
7,18,255
8,18,255
9,18,255
10,18,255
11,18,255
12,18,255
13,18,255
14,18,255
15,18,255
16,18,255
17,18,255
18,18,255
19,18,254
20,18,252
21,18,253
22,18,254
23,18,254
24,18,253
25,18,254
26,18,251
27,18,249
28,18,232
29,18,210
30,18,206
31,18,208
32,18,212
33,18,218
34,18,217
35,18,218
36,18,217
37,18,209
38,18,196
39,18,172
40,18,148
41,18,140
42,18,145
43,18,148
44,18,148
45,18,114
46,18,78
47,18,130
48,18,97
49,18,89
50,18,94
51,18,99
52,18,105
53,18,119
54,18,133
55,18,138
56,18,137
57,18,130
58,18,128
59,18,144
60,18,160
61,18,181
62,18,208
63,18,226
64,18,244
65,18,251
66,18,253
67,18,253
68,18,253
69,18,253
70,18,254
71,18,253
72,18,253
73,18,254
74,18,253
75,18,253
76,18,254
77,18,254
78,18,254
79,18,253
80,18,254
81,18,255
82,18,255
83,18,255
84,18,255
85,18,255
86,18,255
87,18,255
88,18,255
89,18,255
90,18,255
91,18,255
92,18,255
93,18,255
94,18,255
95,18,255
96,18,255
97,18,255
98,18,255
0,19,255
1,19,255
2,19,255
3,19,255
4,19,255
5,19,255
6,19,255
7,19,255
8,19,255
9,19,255
10,19,255
11,19,255
12,19,255
13,19,255
14,19,255
15,19,255
16,19,255
17,19,255
18,19,255
19,19,254
20,19,253
21,19,253
22,19,255
23,19,252
24,19,252
25,19,251
26,19,248
27,19,228
28,19,203
29,19,196
30,19,200
31,19,207
32,19,217
33,19,225
34,19,227
35,19,229
36,19,226
37,19,226
38,19,221
39,19,192
40,19,149
41,19,126
42,19,127
43,19,135
44,19,129
45,19,106
46,19,81
47,19,118
48,19,96
49,19,88
50,19,89
51,19,104
52,19,121
53,19,132
54,19,125
55,19,99
56,19,85
57,19,85
58,19,100
59,19,139
60,19,144
61,19,131
62,19,157
63,19,192
64,19,216
65,19,239
66,19,252
67,19,254
68,19,253
69,19,253
70,19,254
71,19,253
72,19,253
73,19,254
74,19,254
75,19,254
76,19,254
77,19,253
78,19,254
79,19,254
80,19,254
81,19,255
82,19,255
83,19,255
84,19,255
85,19,255
86,19,255
87,19,255
88,19,255
89,19,255
90,19,255
91,19,255
92,19,255
93,19,255
94,19,255
95,19,255
96,19,255
97,19,255
98,19,255
0,20,255
1,20,255
2,20,255
3,20,255
4,20,255
5,20,255
6,20,255
7,20,255
8,20,255
9,20,255
10,20,255
11,20,255
12,20,255
13,20,255
14,20,255
15,20,255
16,20,255
17,20,255
18,20,255
19,20,253
20,20,254
21,20,254
22,20,252
23,20,252
24,20,252
25,20,248
26,20,225
27,20,201
28,20,196
29,20,197
30,20,199
31,20,208
32,20,219
33,20,225
34,20,226
35,20,226
36,20,232
37,20,235
38,20,234
39,20,217
40,20,185
41,20,153
42,20,120
43,20,114
44,20,122
45,20,99
46,20,69
47,20,102
48,20,79
49,20,83
50,20,104
51,20,112
52,20,104
53,20,85
54,20,78
55,20,88
56,20,99
57,20,111
58,20,137
59,20,174
60,20,204
61,20,199
62,20,190
63,20,192
64,20,196
65,20,210
66,20,235
67,20,250
68,20,253
69,20,254
70,20,254
71,20,254
72,20,253
73,20,254
74,20,254
75,20,254
76,20,253
77,20,253
78,20,253
79,20,254
80,20,254
81,20,255
82,20,255
83,20,255
84,20,255
85,20,255
86,20,255
87,20,255
88,20,255
89,20,255
90,20,255
91,20,255
92,20,255
93,20,255
94,20,255
95,20,255
96,20,255
97,20,255
98,20,255
0,21,255
1,21,255
2,21,255
3,21,255
4,21,255
5,21,255
6,21,255
7,21,255
8,21,255
9,21,255
10,21,255
11,21,255
12,21,255
13,21,255
14,21,255
15,21,255
16,21,255
17,21,255
18,21,255
19,21,253
20,21,254
21,21,253
22,21,253
23,21,253
24,21,247
25,21,227
26,21,196
27,21,193
28,21,194
29,21,186
30,21,190
31,21,203
32,21,217
33,21,223
34,21,227
35,21,226
36,21,224
37,21,225
38,21,228
39,21,233
40,21,233
41,21,222
42,21,207
43,21,184
44,21,164
45,21,123
46,21,110
47,21,116
48,21,113
49,21,119
50,21,120
51,21,122
52,21,126
53,21,134
54,21,139
55,21,152
56,21,161
57,21,167
58,21,173
59,21,187
60,21,208
61,21,222
62,21,219
63,21,207
64,21,199
65,21,196
66,21,213
67,21,234
68,21,249
69,21,254
70,21,255
71,21,254
72,21,254
73,21,255
74,21,255
75,21,254
76,21,253
77,21,253
78,21,253
79,21,254
80,21,255
81,21,255
82,21,255
83,21,255
84,21,255
85,21,255
86,21,255
87,21,255
88,21,255
89,21,255
90,21,255
91,21,255
92,21,255
93,21,255
94,21,255
95,21,255
96,21,255
97,21,255
98,21,255
0,22,255
1,22,255
2,22,255
3,22,255
4,22,255
5,22,255
6,22,255
7,22,255
8,22,255
9,22,255
10,22,255
11,22,255
12,22,255
13,22,255
14,22,254
15,22,255
16,22,255
17,22,254
18,22,255
19,22,255
20,22,253
21,22,252
22,22,252
23,22,250
24,22,231
25,22,194
26,22,195
27,22,188
28,22,181
29,22,182
30,22,191
31,22,207
32,22,216
33,22,215
34,22,213
35,22,208
36,22,207
37,22,209
38,22,210
39,22,219
40,22,225
41,22,222
42,22,230
43,22,227
44,22,234
45,22,224
46,22,225
47,22,240
48,22,238
49,22,238
50,22,232
51,22,234
52,22,235
53,22,232
54,22,221
55,22,210
56,22,209
57,22,202
58,22,196
59,22,199
60,22,193
61,22,207
62,22,224
63,22,216
64,22,201
65,22,198
66,22,204
67,22,218
68,22,242
69,22,252
70,22,254
71,22,254
72,22,254
73,22,254
74,22,254
75,22,254
76,22,253
77,22,253
78,22,253
79,22,254
80,22,254
81,22,255
82,22,255
83,22,255
84,22,255
85,22,255
86,22,255
87,22,255
88,22,255
89,22,255
90,22,255
91,22,255
92,22,255
93,22,255
94,22,255
95,22,255
96,22,255
97,22,255
98,22,255
0,23,255
1,23,255
2,23,255
3,23,255
4,23,255
5,23,255
6,23,255
7,23,255
8,23,255
9,23,255
10,23,255
11,23,255
12,23,255
13,23,255
14,23,254
15,23,255
16,23,255
17,23,254
18,23,255
19,23,254
20,23,252
21,23,253
22,23,250
23,23,241
24,23,206
25,23,190
26,23,187
27,23,180
28,23,182
29,23,190
30,23,196
31,23,201
32,23,203
33,23,199
34,23,195
35,23,195
36,23,196
37,23,196
38,23,198
39,23,198
40,23,203
41,23,209
42,23,209
43,23,209
44,23,211
45,23,216
46,23,221
47,23,220
48,23,220
49,23,221
50,23,223
51,23,221
52,23,220
